C,Story,Emotion,Val
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
0.0017726112686939138,Boredom,Shame,0.15523573851157707
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
0.0017726112686939138,Boredom,Shame,0.15523573851157707
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
0.0017726112686939138,Boredom,Shame,0.15523573851157707
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
0.0017726112686939138,Boredom,Shame,0.15523573851157707
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
0.0017726112686939138,Boredom,Shame,0.15523573851157707
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
0.0017726112686939138,Boredom,Shame,0.15523573851157707
0.0017726112686939138,Boredom,Boredom,0.2544100654744732
0.0017726112686939138,Boredom,Fear,0.042476191101767084
0.0017726112686939138,Boredom,Happiness,0.19493797922364556
0.0017726112686939138,Boredom,Joy,0.051256230768224186
0.0017726112686939138,Boredom,Pride,0.14577970013616037
0.0017726112686939138,Boredom,Sadness,0.15590409478415226
