C,Story,Emotion,Val
0.0031379709280594447,Boredom,Boredom,0.4778306220846228
0.0031379709280594447,Boredom,Fear,0.010695833547895885
0.0031379709280594447,Boredom,Happiness,0.3129717757313727
0.0031379709280594447,Boredom,Joy,0.027083348587256688
0.0031379709280594447,Boredom,Pride,0.07673692255985157
0.0031379709280594447,Boredom,Sadness,0.02390822285850485
0.0031379709280594447,Boredom,Shame,0.07077327463049567
0.0031379709280594447,Fear,Boredom,0.004707240979367724
0.0031379709280594447,Fear,Fear,0.43239613151134254
0.0031379709280594447,Fear,Happiness,0.01631024268172098
0.0031379709280594447,Fear,Joy,0.04329675243772032
0.0031379709280594447,Fear,Pride,0.02807514036305419
0.0031379709280594447,Fear,Sadness,0.3007207642791949
0.0031379709280594447,Fear,Shame,0.17449372774759953
0.0031379709280594447,Happiness,Boredom,0.15074759649841266
0.0031379709280594447,Happiness,Fear,0.010893427094481791
0.0031379709280594447,Happiness,Happiness,0.2868797430354934
0.0031379709280594447,Happiness,Joy,0.08733846410851324
0.0031379709280594447,Happiness,Pride,0.24631486699055324
0.0031379709280594447,Happiness,Sadness,0.019700141328396172
0.0031379709280594447,Happiness,Shame,0.19812576094414955
0.0031379709280594447,Joy,Boredom,0.009632576137789705
0.0031379709280594447,Joy,Fear,0.039438411367642916
0.0031379709280594447,Joy,Happiness,0.09892051704202766
0.0031379709280594447,Joy,Joy,0.32777611482646984
0.0031379709280594447,Joy,Pride,0.27410465753380436
0.0031379709280594447,Joy,Sadness,0.022112038636658695
0.0031379709280594447,Joy,Shame,0.22801568445560683
0.0031379709280594447,Pride,Boredom,0.013115981866054687
0.0031379709280594447,Pride,Fear,0.024257434168383066
0.0031379709280594447,Pride,Happiness,0.14988342347698533
0.0031379709280594447,Pride,Joy,0.2987983709795964
0.0031379709280594447,Pride,Pride,0.2649773852682778
0.0031379709280594447,Pride,Sadness,0.022075319411873524
0.0031379709280594447,Pride,Shame,0.22689208482882928
0.0031379709280594447,Sadness,Boredom,0.012835043214585765
0.0031379709280594447,Sadness,Fear,0.24696391973176932
0.0031379709280594447,Sadness,Happiness,0.028387657198434942
0.0031379709280594447,Sadness,Joy,0.020695352827847208
0.0031379709280594447,Sadness,Pride,0.026169477508287724
0.0031379709280594447,Sadness,Sadness,0.4981174291807723
0.0031379709280594447,Sadness,Shame,0.16683112033830264
0.0031379709280594447,Shame,Boredom,0.007875171746168787
0.0031379709280594447,Shame,Fear,0.37927050168866916
0.0031379709280594447,Shame,Happiness,0.024163143864996604
0.0031379709280594447,Shame,Joy,0.0736629301443346
0.0031379709280594447,Shame,Pride,0.04684897450753731
0.0031379709280594447,Shame,Sadness,0.24973156501498733
0.0031379709280594447,Shame,Shame,0.21844771303330607
0.003438274427476677,Boredom,Boredom,0.488028076392809
0.003438274427476677,Boredom,Fear,0.007915433162401833
0.003438274427476677,Boredom,Happiness,0.3305437207991374
0.003438274427476677,Boredom,Joy,0.018948493480145778
0.003438274427476677,Boredom,Pride,0.07187963018178668
0.003438274427476677,Boredom,Sadness,0.019525607831158035
0.003438274427476677,Boredom,Shame,0.06315903815256155
0.003438274427476677,Fear,Boredom,0.0029775872424218364
0.003438274427476677,Fear,Fear,0.49589627890813104
0.003438274427476677,Fear,Happiness,0.00919531607994297
0.003438274427476677,Fear,Joy,0.03509267965287177
0.003438274427476677,Fear,Pride,0.023656268149668
0.003438274427476677,Fear,Sadness,0.28050699363550624
0.003438274427476677,Fear,Shame,0.15267487633145824
